Title,Tag,Title_and_tag,Link,Category,Author,Image
"The Dying Citizen: How Progressive Elites, Tribalism, and Globalization Are Destroying the Idea of America","wonderful, mysterious, bad, eletists, disappointed, large, trump, sure, clear, real,","The Dying Citizen: How Progressive Elites, Tribalism, and Globalization Are Destroying the Idea of America wonderful, mysterious, bad, eletists, disappointed, large, trump, sure, clear, real,",https://www.amazon.com/Dying-Citizen-Progressive-Globalization-Destroying/dp/154164753X/ref=sr_1_10?qid=1636073028&qsid=139-3550215-9846745&s=books&sr=1-10&sres=0374157359%2C1982182911%2C168451259X%2C125083239X%2C0063039540%2C059323152X%2C0062976583%2C0140280197%2C150113597X%2C154164753X%2C0593423062%2C1510765549%2C1737478501%2C0062316117%2C163763059X%2C0593577922,Politics & Social Sciences,"Victor Davis Hanson, ",https://m.media-amazon.com/images/I/712EMRN4kpL._AC_UY218_.jpg
Woke Racism: How a New Religion Has Betrayed Black America,"subject, central, particular, blind, christian, good, dubious, modern, well, mild,","Woke Racism: How a New Religion Has Betrayed Black America subject, central, particular, blind, christian, good, dubious, modern, well, mild,",https://www.amazon.com/Woke-Racism-Religion-Betrayed-America/dp/0593423062/ref=sr_1_11?qid=1636073028&qsid=139-3550215-9846745&s=books&sr=1-11&sres=0374157359%2C1982182911%2C168451259X%2C125083239X%2C0063039540%2C059323152X%2C0062976583%2C0140280197%2C150113597X%2C154164753X%2C0593423062%2C1510765549%2C1737478501%2C0062316117%2C163763059X%2C0593577922,Politics & Social Sciences,"John McWhorter, ",https://m.media-amazon.com/images/I/71xzDY+E0NS._AC_UY218_.jpg
Plandemic: Fear Is the Virus. Truth Is the Cure.,"big,","Plandemic: Fear Is the Virus. Truth Is the Cure. big,",https://www.amazon.com/Plandemic-Fear-Virus-Truth-Cure/dp/1510765549/ref=sr_1_12?qid=1636073028&qsid=139-3550215-9846745&s=books&sr=1-12&sres=0374157359%2C1982182911%2C168451259X%2C125083239X%2C0063039540%2C059323152X%2C0062976583%2C0140280197%2C150113597X%2C154164753X%2C0593423062%2C1510765549%2C1737478501%2C0062316117%2C163763059X%2C0593577922,Politics & Social Sciences,"Mikki Willis, ",https://m.media-amazon.com/images/I/71MFYGSqImL._AC_UY218_.jpg
Sapiens: A Brief History of Humankind,"inter, subjective, important, physical, social, early, identical, mathematical, critical, wrong,","Sapiens: A Brief History of Humankind inter, subjective, important, physical, social, early, identical, mathematical, critical, wrong,",https://www.amazon.com/Sapiens-Humankind-Yuval-Noah-Harari/dp/0062316117/ref=sr_1_14?qid=1636073028&qsid=139-3550215-9846745&s=books&sr=1-14&sres=0374157359%2C1982182911%2C168451259X%2C125083239X%2C0063039540%2C059323152X%2C0062976583%2C0140280197%2C150113597X%2C154164753X%2C0593423062%2C1510765549%2C1737478501%2C0062316117%2C163763059X%2C0593577922,Politics & Social Sciences,"Yuval Harari, ",https://m.media-amazon.com/images/I/71N3-FFSDxL._AC_UY218_.jpg
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,"sized, free, tiny, straight, fast, able, well, different, imaginary, sure,","Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not! sized, free, tiny, straight, fast, able, well, different, imaginary, sure,",https://www.amazon.com/Rich-Dad-Poor-Teach-Middle/dp/1612680178/ref=sr_1_1?qid=1636073138&qsid=137-6033949-7416027&s=books&sr=1-1&sres=1612680178%2C080241270X%2C0692927999%2C0761187480%2C1250223180%2C1585429139%2C1400226759%2C0894864025%2C0553386697%2C1626251703%2C0671631985%2C0593192095%2C1617750255%2C1684033888%2C164152166X%2C0553447718,Parenting & Relationships,"Robert T. Kiyosaki, ",https://m.media-amazon.com/images/I/81bsw6fnUiL._AC_UY218_.jpg
The 5 Love Languages: The Secret to Love that Lasts,"sexual, few, general, weekly, happy, emotional, abusive, physical, straight, outdated,","The 5 Love Languages: The Secret to Love that Lasts sexual, few, general, weekly, happy, emotional, abusive, physical, straight, outdated,",https://www.amazon.com/Love-Languages-Secret-that-Lasts/dp/080241270X/ref=sr_1_2?qid=1636073138&qsid=137-6033949-7416027&s=books&sr=1-2&sres=1612680178%2C080241270X%2C0692927999%2C0761187480%2C1250223180%2C1585429139%2C1400226759%2C0894864025%2C0553386697%2C1626251703%2C0671631985%2C0593192095%2C1617750255%2C1684033888%2C164152166X%2C0553447718,Parenting & Relationships,"Gary Chapman, ",https://m.media-amazon.com/images/I/81RuAzKrHkL._AC_UY218_.jpg
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls","simple, positive, nice, worth, little, old, double, short, inspirational, overstated,","I Am Confident, Brave & Beautiful: A Coloring Book for Girls simple, positive, nice, worth, little, old, double, short, inspirational, overstated,",https://www.amazon.com/Am-Confident-Brave-Beautiful-Coloring/dp/0692927999/ref=sr_1_3?qid=1636073138&qsid=137-6033949-7416027&s=books&sr=1-3&sres=1612680178%2C080241270X%2C0692927999%2C0761187480%2C1250223180%2C1585429139%2C1400226759%2C0894864025%2C0553386697%2C1626251703%2C0671631985%2C0593192095%2C1617750255%2C1684033888%2C164152166X%2C0553447718,Parenting & Relationships,"Hopscotch Girls, ",https://m.media-amazon.com/images/I/71AIzioFxTL._AC_UY218_.jpg
What to Expect When You're Expecting,"little, interesting, wrong, perfect, available, different, helpful, pregnant, careful, right,","What to Expect When You're Expecting little, interesting, wrong, perfect, available, different, helpful, pregnant, careful, right,",https://www.amazon.com/What-Expect-When-Youre-Expecting/dp/0761187480/ref=sr_1_4?qid=1636073138&qsid=137-6033949-7416027&s=books&sr=1-4&sres=1612680178%2C080241270X%2C0692927999%2C0761187480%2C1250223180%2C1585429139%2C1400226759%2C0894864025%2C0553386697%2C1626251703%2C0671631985%2C0593192095%2C1617750255%2C1684033888%2C164152166X%2C0553447718,Parenting & Relationships,"Heidi Murkoff, ",https://m.media-amazon.com/images/I/910zeJNaloL._AC_UY218_.jpg
"What Happened to You?: Conversations on Trauma, Resilience, and Healing","valuable, light, easy, sure, green, scientific, hopeful, mental, actual, inspiring,","What Happened to You?: Conversations on Trauma, Resilience, and Healing valuable, light, easy, sure, green, scientific, hopeful, mental, actual, inspiring,",https://www.amazon.com/What-Happened-You-Conversations-Resilience/dp/B08PW4Q284/ref=sr_1_5?qid=1636073138&qsid=137-6033949-7416027&s=books&sr=1-5&sres=1612680178%2C080241270X%2C0692927999%2C0761187480%2C1250223180%2C1585429139%2C1400226759%2C0894864025%2C0553386697%2C1626251703%2C0671631985%2C0593192095%2C1617750255%2C1684033888%2C164152166X%2C0553447718,Parenting & Relationships,"Oprah Winfrey, ",https://m.media-amazon.com/images/I/71SA93Fr4vL._AC_UY218_.jpg
Attached: The New Science of Adult Attachment and How It Can Help YouFind - and Keep - Love,"familiar, hopeful, abusive, unconscious, safe, important, intimate, anxious, non, problematic,","Attached: The New Science of Adult Attachment and How It Can Help YouFind - and Keep - Love familiar, hopeful, abusive, unconscious, safe, important, intimate, anxious, non, problematic,",https://www.amazon.com/Attached-Science-Adult-Attachment-YouFind/dp/1585429139/ref=sr_1_6?qid=1636073138&qsid=137-6033949-7416027&s=books&sr=1-6&sres=1612680178%2C080241270X%2C0692927999%2C0761187480%2C1250223180%2C1585429139%2C1400226759%2C0894864025%2C0553386697%2C1626251703%2C0671631985%2C0593192095%2C1617750255%2C1684033888%2C164152166X%2C0553447718,Parenting & Relationships,"Amir Levine, ",https://m.media-amazon.com/images/I/71+hA-t71zL._AC_UY218_.jpg
Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,"co, dependent, comfortable, corrupted, modern, basic, tiresome, anxious, dark, rough,","Codependent No More: How to Stop Controlling Others and Start Caring for Yourself co, dependent, comfortable, corrupted, modern, basic, tiresome, anxious, dark, rough,",https://www.amazon.com/Codependent-No-More-Controlling-Yourself/dp/0894864025/ref=sr_1_8?qid=1636073138&qsid=137-6033949-7416027&s=books&sr=1-8&sres=1612680178%2C080241270X%2C0692927999%2C0761187480%2C1250223180%2C1585429139%2C1400226759%2C0894864025%2C0553386697%2C1626251703%2C0671631985%2C0593192095%2C1617750255%2C1684033888%2C164152166X%2C0553447718,Parenting & Relationships,"Melody Beattie, ",https://m.media-amazon.com/images/I/71UfydsUBOL._AC_UY218_.jpg
The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind,"helpful, emotional, basic, fake, left, right, predatory, overwhelmed, behavioral, practical,","The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind helpful, emotional, basic, fake, left, right, predatory, overwhelmed, behavioral, practical,",https://www.amazon.com/Whole-Brain-Child-Revolutionary-Strategies-Developing/dp/0553386697/ref=sr_1_9?qid=1636073138&qsid=137-6033949-7416027&s=books&sr=1-9&sres=1612680178%2C080241270X%2C0692927999%2C0761187480%2C1250223180%2C1585429139%2C1400226759%2C0894864025%2C0553386697%2C1626251703%2C0671631985%2C0593192095%2C1617750255%2C1684033888%2C164152166X%2C0553447718,Parenting & Relationships,"Daniel J. Siegel, Tina Payne Bryson, ",https://m.media-amazon.com/images/I/81e45n+1c8L._AC_UY218_.jpg
"Adult Children of Emotionally Immature Parents: How to Heal from Distant, Rejecting, or Self-Involved Parents","red, wrong, unmet, worth, damaged, empirical, genetic, human, difficult, mature,","Adult Children of Emotionally Immature Parents: How to Heal from Distant, Rejecting, or Self-Involved Parents red, wrong, unmet, worth, damaged, empirical, genetic, human, difficult, mature,",https://www.amazon.com/Adult-Children-Emotionally-Immature-Parents/dp/1626251703/ref=sr_1_10?qid=1636073138&qsid=137-6033949-7416027&s=books&sr=1-10&sres=1612680178%2C080241270X%2C0692927999%2C0761187480%2C1250223180%2C1585429139%2C1400226759%2C0894864025%2C0553386697%2C1626251703%2C0671631985%2C0593192095%2C1617750255%2C1684033888%2C164152166X%2C0553447718,Parenting & Relationships,"Lindsay C. Gibson, ",https://m.media-amazon.com/images/I/81uxTDB9DjL._AC_UY218_.jpg
Teach Your Child to Read in 100 Easy Lessons,"verbal, mean, funny, weird, odd, good, silent, worth, active, glossy,","Teach Your Child to Read in 100 Easy Lessons verbal, mean, funny, weird, odd, good, silent, worth, active, glossy,",https://www.amazon.com/Teach-Your-Child-Read-Lessons/dp/0671631985/ref=sr_1_11?qid=1636073138&qsid=137-6033949-7416027&s=books&sr=1-11&sres=1612680178%2C080241270X%2C0692927999%2C0761187480%2C1250223180%2C1585429139%2C1400226759%2C0894864025%2C0553386697%2C1626251703%2C0671631985%2C0593192095%2C1617750255%2C1684033888%2C164152166X%2C0553447718,Parenting & Relationships,"Siegfried Engelmann, Phyllis Haddox, ",https://m.media-amazon.com/images/I/719ImsycmSL._AC_UY218_.jpg
"Set Boundaries, Find Peace: A Guide to Reclaiming Yourself","boundary, tough, guilty, dangerous, healthy, violent, new, social, general, big,","Set Boundaries, Find Peace: A Guide to Reclaiming Yourself boundary, tough, guilty, dangerous, healthy, violent, new, social, general, big,",https://www.amazon.com/Set-Boundaries-Find-Peace-Reclaiming/dp/0593192095/ref=sr_1_12?qid=1636073138&qsid=137-6033949-7416027&s=books&sr=1-12&sres=1612680178%2C080241270X%2C0692927999%2C0761187480%2C1250223180%2C1585429139%2C1400226759%2C0894864025%2C0553386697%2C1626251703%2C0671631985%2C0593192095%2C1617750255%2C1684033888%2C164152166X%2C0553447718,Parenting & Relationships,"Nedra Glover Tawwab, ",https://m.media-amazon.com/images/I/719Jbv0yWIS._AC_UY218_.jpg
Go the F**k to Sleep,"little, actual, good, hard, positive, total, inexpensive, biased, swear, glad,","Go the F**k to Sleep little, actual, good, hard, positive, total, inexpensive, biased, swear, glad,",https://www.amazon.com/Go-F-Sleep-Adam-Mansbach/dp/1617750255/ref=sr_1_13?qid=1636073138&qsid=137-6033949-7416027&s=books&sr=1-13&sres=1612680178%2C080241270X%2C0692927999%2C0761187480%2C1250223180%2C1585429139%2C1400226759%2C0894864025%2C0553386697%2C1626251703%2C0671631985%2C0593192095%2C1617750255%2C1684033888%2C164152166X%2C0553447718,Parenting & Relationships,"Adam Mansbach, ",https://m.media-amazon.com/images/I/91ig3dTSFgL._AC_UY218_.jpg
"Raising Good Humans: A Mindful Guide to Breaking the Cycle of Reactive Parenting and Raising Kind, Confident Kids","good, practical, young, inexperienced, experienced, special, intuitive, specific, challenging, onboard,","Raising Good Humans: A Mindful Guide to Breaking the Cycle of Reactive Parenting and Raising Kind, Confident Kids good, practical, young, inexperienced, experienced, special, intuitive, specific, challenging, onboard,",https://www.amazon.com/Raising-Good-Humans-Parenting-Confident/dp/B08FW8M7WG/ref=sr_1_14?qid=1636073138&qsid=137-6033949-7416027&s=books&sr=1-14&sres=1612680178%2C080241270X%2C0692927999%2C0761187480%2C1250223180%2C1585429139%2C1400226759%2C0894864025%2C0553386697%2C1626251703%2C0671631985%2C0593192095%2C1617750255%2C1684033888%2C164152166X%2C0553447718,Parenting & Relationships,"Hunter Clarke-Fields MSAE, ",https://m.media-amazon.com/images/I/81mCI-Q1UPL._AC_UY218_.jpg
"Celebrate Your Body (and Its Changes, Too!): The Ultimate Puberty Book for Girls (Celebrate You, 1)","fine, single, young, prudish, good, old, right, confusing, complicated, gradual,","Celebrate Your Body (and Its Changes, Too!): The Ultimate Puberty Book for Girls (Celebrate You, 1) fine, single, young, prudish, good, old, right, confusing, complicated, gradual,",https://www.amazon.com/Celebrate-Your-Body-Its-Changes/dp/164152166X/ref=sr_1_15?qid=1636073138&qsid=137-6033949-7416027&s=books&sr=1-15&sres=1612680178%2C080241270X%2C0692927999%2C0761187480%2C1250223180%2C1585429139%2C1400226759%2C0894864025%2C0553386697%2C1626251703%2C0671631985%2C0593192095%2C1617750255%2C1684033888%2C164152166X%2C0553447718,Parenting & Relationships,"Sonya Renee Taylor, Bianca I. Laureano, ",https://m.media-amazon.com/images/I/81QPtzln0zL._AC_UY218_.jpg
The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert,"good, positive, nice, small, bad, worth, personal, male, anti, entire,","The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert good, positive, nice, small, bad, worth, personal, male, anti, entire,",https://www.amazon.com/Seven-Principles-Making-Marriage-Work/dp/0553447718/ref=sr_1_16?qid=1636073138&qsid=137-6033949-7416027&s=books&sr=1-16&sres=1612680178%2C080241270X%2C0692927999%2C0761187480%2C1250223180%2C1585429139%2C1400226759%2C0894864025%2C0553386697%2C1626251703%2C0671631985%2C0593192095%2C1617750255%2C1684033888%2C164152166X%2C0553447718,Parenting & Relationships,"Nan Silver, John Gottman PhD, ",https://m.media-amazon.com/images/I/81565Tx88KL._AC_UY218_.jpg
The Lyrics: 1956 to the Present,"great, magnificent, outside, poor, available, personal, big, obscure, underplayed, true,","The Lyrics: 1956 to the Present great, magnificent, outside, poor, available, personal, big, obscure, underplayed, true,",https://www.amazon.com/Lyrics-1956-Present-Paul-McCartney/dp/163149256X/ref=sr_1_1?qid=1636073234&s=books&sr=1-1,Humor & Entertainment,"Paul McCartney, Paul Muldoon, ",https://m.media-amazon.com/images/I/81gXN4x0cuL._AC_UY218_.jpg
"Best Wishes, Warmest Regards: The Story of Schitt's Creek","small, extra, large, corrective, readable, great, terrible, well, oversized, expensive,","Best Wishes, Warmest Regards: The Story of Schitt's Creek small, extra, large, corrective, readable, great, terrible, well, oversized, expensive,",https://www.amazon.com/Best-Wishes-Warmest-Regards-Schitts/dp/0762499508/ref=sr_1_2?qid=1636073234&s=books&sr=1-2,Humor & Entertainment,"Daniel Levy, ",https://m.media-amazon.com/images/I/91s5VXjRm9S._AC_UY218_.jpg
The Storyteller: Tales of Life and Music,"little, terrible, huge, gifted, authentic, generous, sure, well, verbal, ho,","The Storyteller: Tales of Life and Music little, terrible, huge, gifted, authentic, generous, sure, well, verbal, ho,",https://www.amazon.com/Storyteller-Tales-Life-Music/dp/B091WVM1JD/ref=sr_1_3?qid=1636073234&s=books&sr=1-3,Humor & Entertainment,"Dave Grohl, ",https://m.media-amazon.com/images/I/81X5gR504zL._AC_UY218_.jpg
Not All Diamonds and Rosé: The Inside Story of The Real Housewives from the People Who Lived It,"drunk, known, certain, horrible, grammatical, awful, different, sure, easy, documentary,","Not All Diamonds and Rosé: The Inside Story of The Real Housewives from the People Who Lived It drunk, known, certain, horrible, grammatical, awful, different, sure, easy, documentary,",https://www.amazon.com/Not-All-Diamonds-Ros%C3%A9-Housewives/dp/1250765781/ref=sr_1_4?qid=1636073234&s=books&sr=1-4,Humor & Entertainment,"Dave Quinn, ",https://m.media-amazon.com/images/I/71BMsKPqsIS._AC_UY218_.jpg
It Ends with Us: A Novel,"good, mad, personal, red, male, typical, glad, handsome, beautiful, low,","It Ends with Us: A Novel good, mad, personal, red, male, typical, glad, handsome, beautiful, low,",https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/dp/1501110365/ref=sr_1_5?qid=1636073234&s=books&sr=1-5,Humor & Entertainment,"Colleen Hoover, ",https://m.media-amazon.com/images/I/71xUvuJiqgL._AC_UY218_.jpg
Going There,"mean, real, young, unflattering, smart, famous, public, clear, savvy, competent,","Going There mean, real, young, unflattering, smart, famous, public, clear, savvy, competent,",https://www.amazon.com/Going-There-Katie-Couric/dp/0316535869/ref=sr_1_6?qid=1636073234&s=books&sr=1-6,Humor & Entertainment,"Katie Couric, ",https://m.media-amazon.com/images/I/71oL0IZ7VQS._AC_UY218_.jpg
